class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season;is_fragile
p;11.39;b;t;w;f;e;c;w;11.93;7.09;s;y;w;u;w;t;l;k;d;a;f
p;11.74;b;t;w;f;e;c;w;11.34;7.78;s;y;w;u;w;t;l;k;d;u;f
p;14.1;b;t;w;f;e;c;w;13.42;8.18;s;y;w;u;w;t;l;k;d;u;f
p;11.96;b;t;w;f;e;c;w;12.27;7.66;s;y;w;u;w;t;l;k;d;a;f
p;11.59;b;t;w;f;e;c;w;11.07;7.1;s;y;w;u;w;t;e;k;d;a;f
p;12.83;b;t;w;f;e;c;w;12.4;8.86;s;y;w;u;w;t;l;k;d;a;f
p;11.12;b;t;w;f;e;c;w;10.78;5.34;s;y;w;u;w;t;l;k;d;u;f
p;12.42;b;t;w;f;e;c;w;12.22;5.9;s;y;w;u;w;t;l;k;d;a;f
p;13.2;b;t;w;f;e;c;w;12.95;7.9;s;y;w;u;w;t;l;k;d;u;f
p;12.02;b;t;w;f;e;c;w;12.53;6.7;s;y;w;u;w;t;e;k;d;u;f
p;11.89;b;t;w;f;e;c;w;11.32;6.42;s;y;w;u;w;t;e;k;d;u;f
p;13.18;b;t;w;f;e;c;w;13.17;8.28;s;y;w;u;w;t;e;k;d;u;f
p;13.29;b;t;w;f;e;c;w;13.67;7.95;s;y;w;u;w;t;e;k;d;a;f
p;11.0;b;t;w;f;e;c;w;10.7;6.62;s;y;w;u;w;t;e;k;d;a;f
p;11.86;b;t;w;f;e;c;w;13.5;6.71;s;y;w;u;w;t;e;k;d;u;f
p;12.55;b;t;w;f;e;c;w;12.25;8.43;s;y;w;u;w;t;l;k;d;u;f
p;13.5;b;t;w;f;e;c;w;12.0;7.5;s;y;w;u;w;t;e;k;d;u;f
p;14.6;b;t;w;f;e;c;w;13.72;8.48;s;y;w;u;w;t;e;k;d;u;f
p;12.1;b;t;w;f;e;c;w;11.47;7.25;s;y;w;u;w;t;l;k;d;a;f
p;12.74;b;t;w;f;e;c;w;13.81;7.74;s;y;w;u;w;t;e;k;d;u;f
p;12.23;b;t;w;f;e;c;w;12.3;6.83;s;y;w;u;w;t;e;k;d;a;f
p;11.26;b;t;w;f;e;c;w;11.6;7.45;s;y;w;u;w;t;l;k;d;u;f
p;11.08;b;t;w;f;e;c;w;12.01;7.22;s;y;w;u;w;t;l;k;d;u;f
p;12.24;b;t;w;f;e;c;w;11.93;6.61;s;y;w;u;w;t;l;k;d;u;f
p;13.63;b;t;w;f;e;c;w;12.46;7.78;s;y;w;u;w;t;l;k;d;u;f
p;12.59;b;t;w;f;e;c;w;12.33;6.48;s;y;w;u;w;t;e;k;d;u;f
p;12.23;b;t;w;f;e;c;w;12.6;7.18;s;y;w;u;w;t;e;k;d;u;f
p;12.0;b;t;w;f;e;c;w;12.0;8.32;s;y;w;u;w;t;l;k;d;u;f
p;11.73;b;t;w;f;e;c;w;12.2;7.8;s;y;w;u;w;t;e;k;d;a;f
p;13.47;b;t;w;f;e;c;w;13.01;7.06;s;y;w;u;w;t;e;k;d;u;f
p;11.9;b;t;w;f;e;c;w;12.36;6.76;s;y;w;u;w;t;l;k;d;a;f
p;13.16;b;t;w;f;e;c;w;13.77;7.3;s;y;w;u;w;t;l;k;d;a;f
p;13.01;b;t;w;f;e;c;w;13.63;8.44;s;y;w;u;w;t;l;k;d;u;f
p;13.37;b;t;w;f;e;c;w;13.32;8.94;s;y;w;u;w;t;e;k;d;u;f
p;11.96;b;t;w;f;e;c;w;10.86;6.16;s;y;w;u;w;t;e;k;d;u;f
p;13.06;b;t;w;f;e;c;w;12.66;8.26;s;y;w;u;w;t;e;k;d;u;f
p;14.23;b;t;w;f;e;c;w;13.62;8.6;s;y;w;u;w;t;e;k;d;u;f
p;13.94;b;t;w;f;e;c;w;13.71;7.66;s;y;w;u;w;t;e;k;d;a;f
p;13.68;b;t;w;f;e;c;w;13.89;9.0;s;y;w;u;w;t;e;k;d;u;f
p;12.38;b;t;w;f;e;c;w;13.53;9.01;s;y;w;u;w;t;e;k;d;a;f
p;11.52;b;t;w;f;e;c;w;12.37;7.99;s;y;w;u;w;t;l;k;d;u;f
p;14.09;b;t;w;f;e;c;w;13.37;7.82;s;y;w;u;w;t;l;k;d;a;f
p;12.28;b;t;w;f;e;c;w;11.6;6.07;s;y;w;u;w;t;l;k;d;u;f
p;12.03;b;t;w;f;e;c;w;11.36;5.37;s;y;w;u;w;t;e;k;d;a;f
p;13.62;b;t;w;f;e;c;w;12.75;7.25;s;y;w;u;w;t;l;k;d;u;f
p;13.79;b;t;w;f;e;c;w;13.56;8.52;s;y;w;u;w;t;e;k;d;a;f
p;14.13;b;t;w;f;e;c;w;13.58;7.35;s;y;w;u;w;t;l;k;d;u;f
p;12.84;b;t;w;f;e;c;w;12.98;7.28;s;y;w;u;w;t;e;k;d;u;f
p;12.15;b;t;w;f;e;c;w;11.55;6.71;s;y;w;u;w;t;e;k;d;u;f
p;12.24;b;t;w;f;e;c;w;12.75;6.33;s;y;w;u;w;t;l;k;d;u;f
p;12.35;b;t;w;f;e;c;w;12.06;7.0;s;y;w;u;w;t;l;k;d;u;f
p;11.3;b;t;w;f;e;c;w;11.67;6.26;s;y;w;u;w;t;l;k;d;a;f
p;13.16;b;t;w;f;e;c;w;12.41;7.85;s;y;w;u;w;t;l;k;d;a;f
p;13.58;b;t;w;f;e;c;w;13.46;6.86;s;y;w;u;w;t;e;k;d;u;f
p;13.72;b;t;w;f;e;c;w;13.41;7.5;s;y;w;u;w;t;e;k;d;u;f
p;12.63;b;t;w;f;e;c;w;13.06;9.1;s;y;w;u;w;t;l;k;d;a;f
p;13.22;b;t;w;f;e;c;w;13.05;8.11;s;y;w;u;w;t;l;k;d;a;f
p;12.56;b;t;w;f;e;c;w;13.02;8.37;s;y;w;u;w;t;e;k;d;u;f
p;12.78;b;t;w;f;e;c;w;11.68;6.62;s;y;w;u;w;t;e;k;d;a;f
p;12.91;b;t;w;f;e;c;w;11.89;6.82;s;y;w;u;w;t;e;k;d;a;f
p;12.67;b;t;w;f;e;c;w;12.96;7.72;s;y;w;u;w;t;l;k;d;u;f
p;12.61;b;t;w;f;e;c;w;12.56;8.02;s;y;w;u;w;t;l;k;d;u;f
p;13.15;b;t;w;f;e;c;w;12.84;7.55;s;y;w;u;w;t;l;k;d;a;f
p;12.03;b;t;w;f;e;c;w;13.03;7.73;s;y;w;u;w;t;e;k;d;a;f
p;12.45;b;t;w;f;e;c;w;11.96;6.82;s;y;w;u;w;t;e;k;d;a;f
p;12.16;b;t;w;f;e;c;w;12.81;8.15;s;y;w;u;w;t;e;k;d;u;f
p;12.02;b;t;w;f;e;c;w;12.23;6.44;s;y;w;u;w;t;e;k;d;u;f
p;12.54;b;t;w;f;e;c;w;13.37;7.48;s;y;w;u;w;t;l;k;d;u;f
p;11.93;b;t;w;f;e;c;w;12.41;6.39;s;y;w;u;w;t;l;k;d;a;f
p;13.37;b;t;w;f;e;c;w;12.92;8.02;s;y;w;u;w;t;l;k;d;a;f
p;12.09;b;t;w;f;e;c;w;11.76;6.45;s;y;w;u;w;t;l;k;d;u;f
p;12.23;b;t;w;f;e;c;w;11.84;7.59;s;y;w;u;w;t;l;k;d;u;f
p;11.52;b;t;w;f;e;c;w;11.89;6.55;s;y;w;u;w;t;l;k;d;u;f
p;12.96;b;t;w;f;e;c;w;13.51;8.14;s;y;w;u;w;t;e;k;d;a;f
p;12.05;b;t;w;f;e;c;w;11.99;7.21;s;y;w;u;w;t;l;k;d;u;f
p;12.82;b;t;w;f;e;c;w;13.11;7.47;s;y;w;u;w;t;l;k;d;a;f
p;12.07;b;t;w;f;e;c;w;12.22;6.84;s;y;w;u;w;t;e;k;d;a;f
p;12.01;b;t;w;f;e;c;w;11.83;7.76;s;y;w;u;w;t;l;k;d;u;f
p;13.19;b;t;w;f;e;c;w;13.32;7.8;s;y;w;u;w;t;l;k;d;u;f
p;12.47;b;t;w;f;e;c;w;12.13;6.84;s;y;w;u;w;t;l;k;d;u;f
p;11.91;b;t;w;f;e;c;w;12.33;8.77;s;y;w;u;w;t;l;k;d;u;f
p;11.28;b;t;w;f;e;c;w;11.38;7.98;s;y;w;u;w;t;e;k;d;u;f
p;13.7;b;t;w;f;e;c;w;12.94;7.86;s;y;w;u;w;t;e;k;d;u;f
p;13.0;b;t;w;f;e;c;w;12.91;7.91;s;y;w;u;w;t;l;k;d;a;f
p;12.45;b;t;w;f;e;c;w;11.63;7.59;s;y;w;u;w;t;e;k;d;u;f
p;13.96;b;t;w;f;e;c;w;12.03;7.41;s;y;w;u;w;t;e;k;d;a;f
p;12.12;b;t;w;f;e;c;w;12.66;8.0;s;y;w;u;w;t;l;k;d;u;f
p;12.3;b;t;w;f;e;c;w;12.92;8.94;s;y;w;u;w;t;l;k;d;a;f
p;11.71;b;t;w;f;e;c;w;11.02;5.08;s;y;w;u;w;t;l;k;d;u;f
p;11.91;b;t;w;f;e;c;w;12.17;6.59;s;y;w;u;w;t;e;k;d;a;f
p;12.29;b;t;w;f;e;c;w;12.13;8.68;s;y;w;u;w;t;l;k;d;u;f
p;11.55;b;t;w;f;e;c;w;12.91;7.31;s;y;w;u;w;t;l;k;d;a;f
p;12.51;b;t;w;f;e;c;w;12.23;7.03;s;y;w;u;w;t;l;k;d;u;f
p;12.47;b;t;w;f;e;c;w;12.92;8.06;s;y;w;u;w;t;e;k;d;u;f
p;13.1;b;t;w;f;e;c;w;13.16;7.1;s;y;w;u;w;t;e;k;d;a;f
p;11.28;b;t;w;f;e;c;w;10.52;7.05;s;y;w;u;w;t;e;k;d;a;f
p;12.12;b;t;w;f;e;c;w;12.07;6.57;s;y;w;u;w;t;e;k;d;u;f
p;12.19;b;t;w;f;e;c;w;11.65;7.43;s;y;w;u;w;t;l;k;d;a;f
p;13.34;b;t;w;f;e;c;w;13.65;9.64;s;y;w;u;w;t;e;k;d;u;f
p;11.03;b;t;w;f;e;c;w;11.12;8.34;s;y;w;u;w;t;l;k;d;u;f
p;12.54;b;t;w;f;e;c;w;12.32;7.17;s;y;w;u;w;t;l;k;d;u;f
p;13.81;b;t;w;f;e;c;w;14.07;7.65;s;y;w;u;w;t;l;k;d;a;f
p;12.44;b;t;w;f;e;c;w;13.6;6.89;s;y;w;u;w;t;e;k;d;a;f
p;13.61;b;t;w;f;e;c;w;12.97;9.27;s;y;w;u;w;t;l;k;d;a;f
p;12.29;b;t;w;f;e;c;w;11.3;7.69;s;y;w;u;w;t;e;k;d;u;f
p;13.29;b;t;w;f;e;c;w;14.4;8.98;s;y;w;u;w;t;e;k;d;a;f
p;13.64;b;t;w;f;e;c;w;13.63;8.55;s;y;w;u;w;t;l;k;d;a;f
p;13.67;b;t;w;f;e;c;w;13.16;9.42;s;y;w;u;w;t;l;k;d;u;f
p;13.09;b;t;w;f;e;c;w;13.13;8.47;s;y;w;u;w;t;e;k;d;a;f
p;13.63;b;t;w;f;e;c;w;15.13;7.44;s;y;w;u;w;t;e;k;d;a;f
p;11.36;b;t;w;f;e;c;w;11.63;7.79;s;y;w;u;w;t;l;k;d;a;f
p;12.06;b;t;w;f;e;c;w;12.37;8.34;s;y;w;u;w;t;e;k;d;u;f
p;12.95;b;t;w;f;e;c;w;12.37;8.51;s;y;w;u;w;t;e;k;d;a;f
p;11.74;b;t;w;f;e;c;w;12.07;7.45;s;y;w;u;w;t;e;k;d;u;f
p;10.33;b;t;w;f;e;c;w;11.75;5.94;s;y;w;u;w;t;e;k;d;a;f
p;14.86;b;t;w;f;e;c;w;13.58;8.41;s;y;w;u;w;t;l;k;d;u;f
p;14.09;b;t;w;f;e;c;w;13.72;7.38;s;y;w;u;w;t;e;k;d;a;f
p;13.03;b;t;w;f;e;c;w;13.57;7.42;s;y;w;u;w;t;e;k;d;a;f
p;12.34;b;t;w;f;e;c;w;12.57;8.05;s;y;w;u;w;t;e;k;d;a;f
p;11.91;b;t;w;f;e;c;w;12.15;7.24;s;y;w;u;w;t;l;k;d;a;f
p;14.04;b;t;w;f;e;c;w;13.44;9.12;s;y;w;u;w;t;e;k;d;u;f
p;13.76;b;t;w;f;e;c;w;14.04;7.63;s;y;w;u;w;t;e;k;d;a;f
p;12.01;b;t;w;f;e;c;w;12.64;7.76;s;y;w;u;w;t;e;k;d;u;f
p;12.87;b;t;w;f;e;c;w;13.13;7.99;s;y;w;u;w;t;l;k;d;u;f
p;11.94;b;t;w;f;e;c;w;12.51;7.65;s;y;w;u;w;t;e;k;d;u;f
p;12.23;b;t;w;f;e;c;w;13.36;6.88;s;y;w;u;w;t;e;k;d;u;f
p;12.12;b;t;w;f;e;c;w;12.61;7.66;s;y;w;u;w;t;e;k;d;u;f
p;13.34;b;t;w;f;e;c;w;13.78;7.92;s;y;w;u;w;t;l;k;d;a;f
p;13.61;b;t;w;f;e;c;w;13.94;8.27;s;y;w;u;w;t;l;k;d;u;f
p;12.24;b;t;w;f;e;c;w;12.64;7.25;s;y;w;u;w;t;e;k;d;a;f
p;13.41;b;t;w;f;e;c;w;13.77;7.26;s;y;w;u;w;t;l;k;d;a;f
p;13.43;b;t;w;f;e;c;w;14.28;7.48;s;y;w;u;w;t;e;k;d;u;f
p;11.73;b;t;w;f;e;c;w;11.82;7.62;s;y;w;u;w;t;e;k;d;a;f
p;12.88;b;t;w;f;e;c;w;13.62;7.71;s;y;w;u;w;t;l;k;d;a;f
p;11.32;b;t;w;f;e;c;w;12.04;7.76;s;y;w;u;w;t;l;k;d;a;f
p;13.02;b;t;w;f;e;c;w;12.32;7.54;s;y;w;u;w;t;e;k;d;a;f
p;13.73;b;t;w;f;e;c;w;13.37;9.01;s;y;w;u;w;t;l;k;d;a;f
p;12.41;b;t;w;f;e;c;w;11.64;7.1;s;y;w;u;w;t;e;k;d;u;f
p;13.61;b;t;w;f;e;c;w;13.28;8.48;s;y;w;u;w;t;e;k;d;u;f
p;13.09;b;t;w;f;e;c;w;12.76;6.95;s;y;w;u;w;t;l;k;d;a;f
p;11.07;b;t;w;f;e;c;w;11.92;7.46;s;y;w;u;w;t;e;k;d;a;f
p;11.33;b;t;w;f;e;c;w;11.53;7.38;s;y;w;u;w;t;l;k;d;u;f
p;12.23;b;t;w;f;e;c;w;12.6;7.81;s;y;w;u;w;t;e;k;d;u;f
p;11.86;b;t;w;f;e;c;w;12.87;6.79;s;y;w;u;w;t;e;k;d;a;f
p;14.33;b;t;w;f;e;c;w;14.34;7.58;s;y;w;u;w;t;l;k;d;u;f
p;13.45;b;t;w;f;e;c;w;13.14;7.92;s;y;w;u;w;t;l;k;d;u;f
p;12.13;b;t;w;f;e;c;w;12.3;5.73;s;y;w;u;w;t;l;k;d;a;f
p;12.05;b;t;w;f;e;c;w;11.27;7.32;s;y;w;u;w;t;l;k;d;u;f
p;13.23;b;t;w;f;e;c;w;13.16;8.39;s;y;w;u;w;t;l;k;d;a;f
p;10.97;b;t;w;f;e;c;w;10.49;5.74;s;y;w;u;w;t;e;k;d;u;f
p;13.24;b;t;w;f;e;c;w;13.59;7.89;s;y;w;u;w;t;l;k;d;a;f
p;12.08;b;t;w;f;e;c;w;12.28;7.38;s;y;w;u;w;t;l;k;d;u;f
p;10.18;b;t;w;f;e;c;w;11.03;5.51;s;y;w;u;w;t;l;k;d;a;f
p;12.68;b;t;w;f;e;c;w;13.14;7.47;s;y;w;u;w;t;e;k;d;a;f
p;13.21;b;t;w;f;e;c;w;12.55;7.45;s;y;w;u;w;t;e;k;d;u;f
p;14.48;b;t;w;f;e;c;w;12.91;8.23;s;y;w;u;w;t;e;k;d;a;f
p;12.36;b;t;w;f;e;c;w;12.15;7.0;s;y;w;u;w;t;e;k;d;u;f
p;12.39;b;t;w;f;e;c;w;12.21;6.76;s;y;w;u;w;t;l;k;d;u;f
p;10.96;b;t;w;f;e;c;w;9.1;4.35;s;y;w;u;w;t;e;k;d;a;f
p;13.37;b;t;w;f;e;c;w;12.99;7.35;s;y;w;u;w;t;e;k;d;a;f
p;13.85;b;t;w;f;e;c;w;13.9;8.65;s;y;w;u;w;t;e;k;d;a;f
p;13.31;b;t;w;f;e;c;w;13.15;8.64;s;y;w;u;w;t;l;k;d;u;f
p;10.9;b;t;w;f;e;c;w;12.12;6.76;s;y;w;u;w;t;e;k;d;a;f
p;11.8;b;t;w;f;e;c;w;12.42;7.93;s;y;w;u;w;t;l;k;d;a;f
p;12.2;b;t;w;f;e;c;w;12.85;6.58;s;y;w;u;w;t;l;k;d;u;f
p;13.97;b;t;w;f;e;c;w;14.6;8.35;s;y;w;u;w;t;e;k;d;a;f
p;12.33;b;t;w;f;e;c;w;11.77;8.89;s;y;w;u;w;t;l;k;d;u;f
p;9.87;b;t;w;f;e;c;w;11.17;6.53;s;y;w;u;w;t;e;k;d;a;f
p;10.12;b;t;w;f;e;c;w;9.94;5.54;s;y;w;u;w;t;l;k;d;a;f
p;13.45;b;t;w;f;e;c;w;12.83;8.62;s;y;w;u;w;t;e;k;d;u;f
p;13.37;b;t;w;f;e;c;w;12.92;8.39;s;y;w;u;w;t;l;k;d;a;f
p;13.37;b;t;w;f;e;c;w;12.52;6.79;s;y;w;u;w;t;e;k;d;u;f
p;12.32;b;t;w;f;e;c;w;13.54;6.63;s;y;w;u;w;t;e;k;d;a;f
p;13.14;b;t;w;f;e;c;w;13.9;7.77;s;y;w;u;w;t;l;k;d;a;f
p;12.98;b;t;w;f;e;c;w;11.99;6.91;s;y;w;u;w;t;l;k;d;u;f
p;12.58;b;t;w;f;e;c;w;11.88;6.71;s;y;w;u;w;t;l;k;d;a;f
p;11.97;b;t;w;f;e;c;w;12.56;8.71;s;y;w;u;w;t;l;k;d;u;f
p;13.42;b;t;w;f;e;c;w;12.89;7.14;s;y;w;u;w;t;l;k;d;a;f
p;11.84;b;t;w;f;e;c;w;12.51;7.14;s;y;w;u;w;t;l;k;d;a;f
p;14.03;b;t;w;f;e;c;w;12.94;6.76;s;y;w;u;w;t;l;k;d;u;f
p;14.72;b;t;w;f;e;c;w;13.53;8.58;s;y;w;u;w;t;l;k;d;u;f
p;11.95;b;t;w;f;e;c;w;12.55;7.22;s;y;w;u;w;t;l;k;d;u;f
p;12.54;b;t;w;f;e;c;w;12.46;7.87;s;y;w;u;w;t;l;k;d;u;f
p;11.96;b;t;w;f;e;c;w;12.49;7.25;s;y;w;u;w;t;e;k;d;a;f
p;11.19;b;t;w;f;e;c;w;11.18;6.32;s;y;w;u;w;t;l;k;d;u;f
p;13.27;b;t;w;f;e;c;w;13.2;9.11;s;y;w;u;w;t;e;k;d;u;f
p;12.32;b;t;w;f;e;c;w;12.91;7.67;s;y;w;u;w;t;e;k;d;u;f
p;12.67;b;t;w;f;e;c;w;12.79;6.77;s;y;w;u;w;t;e;k;d;a;f
p;11.97;b;t;w;f;e;c;w;11.66;6.44;s;y;w;u;w;t;e;k;d;u;f
p;12.73;b;t;w;f;e;c;w;13.12;8.16;s;y;w;u;w;t;e;k;d;u;f
p;11.66;b;t;w;f;e;c;w;12.4;6.61;s;y;w;u;w;t;l;k;d;a;f
p;11.63;b;t;w;f;e;c;w;12.52;6.77;s;y;w;u;w;t;e;k;d;a;f
p;13.15;b;t;w;f;e;c;w;13.73;8.01;s;y;w;u;w;t;e;k;d;u;f
p;13.1;b;t;w;f;e;c;w;12.87;8.8;s;y;w;u;w;t;l;k;d;a;f
p;12.36;b;t;w;f;e;c;w;11.42;6.63;s;y;w;u;w;t;l;k;d;a;f
p;12.69;b;t;w;f;e;c;w;13.03;6.28;s;y;w;u;w;t;l;k;d;u;f
p;12.02;b;t;w;f;e;c;w;12.57;6.92;s;y;w;u;w;t;l;k;d;a;f
p;12.66;b;t;w;f;e;c;w;11.47;8.1;s;y;w;u;w;t;e;k;d;u;f
p;12.35;b;t;w;f;e;c;w;11.47;6.99;s;y;w;u;w;t;e;k;d;a;f
p;12.98;b;t;w;f;e;c;w;12.98;7.87;s;y;w;u;w;t;e;k;d;a;f
p;11.82;b;t;w;f;e;c;w;11.16;6.2;s;y;w;u;w;t;e;k;d;a;f
p;11.9;b;t;w;f;e;c;w;12.54;7.38;s;y;w;u;w;t;l;k;d;u;f
p;12.19;b;t;w;f;e;c;w;11.78;7.85;s;y;w;u;w;t;l;k;d;u;f
p;12.52;b;t;w;f;e;c;w;13.61;7.65;s;y;w;u;w;t;l;k;d;a;f
p;12.67;b;t;w;f;e;c;w;12.26;8.37;s;y;w;u;w;t;l;k;d;a;f
p;12.63;b;t;w;f;e;c;w;13.73;8.3;s;y;w;u;w;t;e;k;d;a;f
p;11.17;b;t;w;f;e;c;w;12.42;7.58;s;y;w;u;w;t;l;k;d;a;f
p;13.95;b;t;w;f;e;c;w;12.92;8.46;s;y;w;u;w;t;e;k;d;u;f
p;11.48;b;t;w;f;e;c;w;10.51;5.88;s;y;w;u;w;t;l;k;d;a;f
p;13.39;b;t;w;f;e;c;w;14.18;8.12;s;y;w;u;w;t;e;k;d;a;f
p;13.3;b;t;w;f;e;c;w;12.55;8.46;s;y;w;u;w;t;e;k;d;u;f
p;11.74;b;t;w;f;e;c;w;12.2;8.84;s;y;w;u;w;t;e;k;d;u;f
p;12.19;b;t;w;f;e;c;w;12.45;7.29;s;y;w;u;w;t;e;k;d;a;f
p;10.11;b;t;w;f;e;c;w;10.87;5.69;s;y;w;u;w;t;e;k;d;a;f
p;11.53;b;t;w;f;e;c;w;12.61;8.01;s;y;w;u;w;t;l;k;d;a;f
p;12.81;b;t;w;f;e;c;w;13.55;6.83;s;y;w;u;w;t;l;k;d;a;f
p;12.91;b;t;w;f;e;c;w;13.85;7.38;s;y;w;u;w;t;l;k;d;a;f
p;13.65;b;t;w;f;e;c;w;13.23;8.12;s;y;w;u;w;t;e;k;d;a;f
p;12.89;b;t;w;f;e;c;w;12.82;7.64;s;y;w;u;w;t;e;k;d;a;f
p;11.99;b;t;w;f;e;c;w;12.17;5.83;s;y;w;u;w;t;l;k;d;a;f
p;12.86;b;t;w;f;e;c;w;13.01;7.68;s;y;w;u;w;t;l;k;d;u;f
p;12.35;b;t;w;f;e;c;w;12.56;7.3;s;y;w;u;w;t;l;k;d;a;f
p;13.83;b;t;w;f;e;c;w;14.32;9.63;s;y;w;u;w;t;l;k;d;a;f
p;13.98;b;t;w;f;e;c;w;13.42;8.68;s;y;w;u;w;t;l;k;d;a;f
p;11.9;b;t;w;f;e;c;w;12.87;8.11;s;y;w;u;w;t;l;k;d;a;f
p;13.3;b;t;w;f;e;c;w;12.22;6.33;s;y;w;u;w;t;e;k;d;u;f
p;12.36;b;t;w;f;e;c;w;12.34;7.1;s;y;w;u;w;t;l;k;d;a;f
p;13.06;b;t;w;f;e;c;w;12.96;7.37;s;y;w;u;w;t;l;k;d;a;f
p;12.92;b;t;w;f;e;c;w;13.15;6.74;s;y;w;u;w;t;l;k;d;u;f
p;11.47;b;t;w;f;e;c;w;11.45;6.36;s;y;w;u;w;t;l;k;d;u;f
p;11.71;b;t;w;f;e;c;w;12.29;7.36;s;y;w;u;w;t;l;k;d;a;f
p;12.83;b;t;w;f;e;c;w;12.64;8.02;s;y;w;u;w;t;l;k;d;u;f
p;12.2;b;t;w;f;e;c;w;12.29;7.52;s;y;w;u;w;t;e;k;d;a;f
p;14.15;b;t;w;f;e;c;w;12.62;7.76;s;y;w;u;w;t;l;k;d;u;f
p;11.73;b;t;w;f;e;c;w;12.17;7.33;s;y;w;u;w;t;l;k;d;u;f
p;11.07;b;t;w;f;e;c;w;12.38;6.57;s;y;w;u;w;t;e;k;d;u;f
p;13.63;b;t;w;f;e;c;w;12.51;7.89;s;y;w;u;w;t;e;k;d;u;f
p;12.37;b;t;w;f;e;c;w;12.08;7.79;s;y;w;u;w;t;e;k;d;u;f
p;11.63;b;t;w;f;e;c;w;12.01;7.87;s;y;w;u;w;t;e;k;d;a;f
p;11.89;b;t;w;f;e;c;w;10.92;7.14;s;y;w;u;w;t;e;k;d;a;f
p;13.46;b;t;w;f;e;c;w;13.97;8.44;s;y;w;u;w;t;e;k;d;a;f
p;11.8;b;t;w;f;e;c;w;11.74;7.42;s;y;w;u;w;t;l;k;d;u;f
p;12.4;b;t;w;f;e;c;w;12.28;6.82;s;y;w;u;w;t;l;k;d;a;f
e;11.43;c;t;n;f;e;c;w;12.82;5.51;s;s;n;u;w;f;f;k;d;u;f
e;10.58;c;h;n;f;e;c;w;11.28;4.9;s;s;w;u;w;f;f;k;d;a;f
e;12.91;x;t;n;f;e;c;w;12.05;5.84;s;s;n;u;w;f;f;k;d;a;f
e;11.8;c;t;n;f;e;c;w;11.85;4.43;s;s;w;u;w;f;f;k;d;u;f
e;13.17;x;t;n;f;e;c;w;12.38;6.57;s;s;w;u;w;f;f;k;d;u;f
e;12.06;x;t;n;f;e;c;w;12.46;6.15;s;s;n;u;w;f;f;k;d;u;f
e;13.24;x;t;n;f;e;c;w;13.15;6.25;s;s;w;u;w;f;f;k;d;u;f
e;13.32;c;h;n;f;e;c;w;15.07;6.84;s;s;n;u;w;f;f;k;d;u;f
e;13.6;x;t;n;f;e;c;w;13.28;6.31;s;s;n;u;w;f;f;k;d;a;f
e;12.81;c;t;n;f;e;c;w;13.01;6.38;s;s;n;u;w;f;f;k;d;a;f
e;11.02;c;h;n;f;e;c;w;11.18;5.03;s;s;n;u;w;f;f;k;d;u;f
e;13.18;c;h;n;f;e;c;w;13.17;6.24;s;s;w;u;w;f;f;k;d;a;f
e;14.57;c;t;n;f;e;c;w;13.43;6.43;s;s;n;u;w;f;f;k;d;a;f
e;13.02;c;t;n;f;e;c;w;13.06;6.94;s;s;w;u;w;f;f;k;d;a;f
e;11.27;c;h;n;f;e;c;w;11.2;5.42;s;s;n;u;w;f;f;k;d;a;f
e;12.49;x;h;n;f;e;c;w;12.38;6.19;s;s;w;u;w;f;f;k;d;u;f
e;12.88;x;t;n;f;e;c;w;12.14;5.8;s;s;w;u;w;f;f;k;d;a;f
e;12.26;c;t;n;f;e;c;w;12.67;5.64;s;s;n;u;w;f;f;k;d;a;f
e;13.32;x;h;n;f;e;c;w;13.36;6.15;s;s;w;u;w;f;f;k;d;a;f
e;13.28;c;t;n;f;e;c;w;12.87;5.93;s;s;w;u;w;f;f;k;d;u;f
e;11.73;x;h;n;f;e;c;w;11.34;6.38;s;s;n;u;w;f;f;k;d;a;f
e;12.61;x;h;n;f;e;c;w;12.9;6.71;s;s;w;u;w;f;f;k;d;u;f
e;13.01;c;t;n;f;e;c;w;12.39;6.64;s;s;w;u;w;f;f;k;d;a;f
e;13.29;x;h;n;f;e;c;w;13.48;7.5;s;s;n;u;w;f;f;k;d;u;f
e;11.35;c;t;n;f;e;c;w;10.19;5.3;s;s;n;u;w;f;f;k;d;u;f
e;13.73;x;t;n;f;e;c;w;13.26;6.21;s;s;w;u;w;f;f;k;d;a;f
e;12.29;c;t;n;f;e;c;w;13.05;6.37;s;s;n;u;w;f;f;k;d;a;f
e;13.23;c;h;n;f;e;c;w;12.38;6.4;s;s;w;u;w;f;f;k;d;a;f
e;11.95;x;h;n;f;e;c;w;11.93;5.74;s;s;n;u;w;f;f;k;d;u;f
e;13.24;c;t;n;f;e;c;w;13.14;6.4;s;s;n;u;w;f;f;k;d;u;f
e;12.99;c;h;n;f;e;c;w;13.51;5.66;s;s;n;u;w;f;f;k;d;u;f
e;12.32;x;t;n;f;e;c;w;11.77;5.89;s;s;n;u;w;f;f;k;d;u;f
e;12.84;x;t;n;f;e;c;w;12.53;5.12;s;s;w;u;w;f;f;k;d;a;f
e;12.19;x;h;n;f;e;c;w;12.87;5.44;s;s;n;u;w;f;f;k;d;a;f
